server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;24.0;0;1;24.0;24.0
1;0;0.0;27.0;1;9;26.0;27.0
3;1;1.0;19.0;2;28;20.0;18.0
4;2;2.0;5.0;4;15;4.0;3.0
5;2;2.0;23.0;3;28;20.0;21.0
7;3;3.0;20.0;5;4;15.0;17.0
9;3;3.0;18.0;6;18;14.0;15.0
10;5;5.0;8.0;7;9;6.0;3.0
11;5;5.0;8.0;9;23;3.0;3.0
12;5;5.0;23.0;8;24;18.0;18.0
14;5;5.0;31.0;10;22;25.0;26.0
15;8;8.0;17.0;12;5;9.0;9.0
10;8;8.0;23.0;11;19;14.0;15.0
11;8;8.0;30.0;14;14;20.0;22.0
4;8;8.0;16.0;13;6;8.0;8.0
17;11;11.76913414146173;13.76913414146173;19;4;4.0;2.0
19;10;13.607975505318949;22.607975505318947;18;8;9.0;8.999999999999998
17;12;13.76913414146173;25.76913414146173;20;13;13.0;12.0
13;10;14.564627554595376;20.564627554595376;17;27;9.0;6.0
8;9;15.355704696110182;30.35570469611018;15;13;15.0;14.999999999999998
4;16;16.0;30.0;22;5;13.0;14.0
18;16;16.107521673523454;20.107521673523454;21;20;5.0;4.0
15;17;17.0;20.0;28;11;5.0;3.0
16;17;17.249588107467478;21.249588107467478;26;0;2.0;4.0
9;18;18.0;24.0;29;28;6.0;6.0
3;19;19.0;23.0;32;20;3.0;4.0
15;18;20.0;21.0;31;7;1.0;1.0
7;19;20.0;21.0;33;16;1.0;1.0
18;20;20.107521673523454;34.10752167352345;38;10;9.0;13.999999999999996
13;19;20.564627554595376;22.564627554595376;35;10;1.0;2.0
15;21;21.0;22.0;41;7;1.0;1.0
7;19;21.0;22.0;36;6;1.0;1.0
6;19;21.081583786094725;23.081583786094725;34;17;2.0;2.0
2;21;21.16041937617394;26.16041937617394;40;27;3.0;5.0
16;20;21.249588107467478;25.249588107467478;39;14;2.0;4.0
15;18;22.0;25.0;30;16;2.0;3.0
