server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
2;2;2.0;12.0;0;6;10.0;10.0
3;2;2.0;21.0;1;23;20.0;19.0
4;3;3.0;11.0;2;22;8.0;8.0
5;3;3.0;32.0;3;3;28.0;29.0
6;5;5.0;19.0;4;18;11.0;14.0
7;5;5.0;11.0;5;8;6.0;6.0
8;6;6.0;15.0;16;8;9.0;9.0
9;6;6.0;8.0;8;1;1.0;2.0
11;6;6.0;22.0;6;5;16.0;16.0
13;6;6.0;8.0;9;4;3.0;2.0
14;6;6.0;9.0;12;0;5.0;3.0
15;6;6.0;10.0;7;2;5.0;4.0
16;6;6.0;9.0;10;28;3.0;3.0
17;6;6.0;8.0;14;20;4.0;2.0
18;6;6.0;15.0;13;5;10.0;9.0
19;6;6.0;21.0;15;13;16.0;15.0
9;9;9.0;11.0;18;28;2.0;2.0
17;9;9.0;23.0;17;23;10.0;14.0
13;10;10.0;15.0;20;6;7.0;5.0
16;10;10.0;19.0;21;21;9.0;9.0
10;13;13.0;18.0;22;22;4.0;5.0
12;15;15.0;34.0;23;24;21.0;19.0
14;15;15.0;28.0;24;25;12.0;13.0
0;17;17.0;25.0;25;25;9.0;8.0
1;17;17.0;32.0;26;11;14.0;15.0
9;18;18.0;19.0;27;1;1.0;1.0
15;18;18.0;46.0;28;16;25.0;28.0
9;21;21.0;42.0;36;27;22.0;21.0
10;21;21.0;42.0;31;23;21.0;21.0
7;21;21.0;22.0;34;14;3.0;1.0
13;21;21.0;26.0;38;2;6.0;5.0
4;21;21.0;26.0;37;17;6.0;5.0
8;21;21.0;22.0;45;2;1.0;1.0
18;21;21.0;23.0;32;16;2.0;2.0
2;21;21.0;25.0;33;25;4.0;4.0
16;21;21.0;26.0;35;28;3.0;5.0
6;21;21.0;33.0;40;15;9.0;12.0
19;21;21.0;22.0;43;3;3.0;1.0
3;21;21.0;23.0;29;13;1.0;2.0
7;21;22.0;25.0;44;21;5.0;3.0
8;21;22.0;33.0;30;13;10.0;11.0
11;21;22.0;37.0;41;5;16.0;15.0
19;21;22.0;43.0;46;24;15.0;21.0
18;21;23.0;26.0;39;28;4.0;3.0
0;25;25.0;45.0;49;27;18.0;20.0
7;25;25.0;29.0;47;15;6.0;4.0
2;25;25.0;28.0;48;8;5.0;3.0
13;26;26.0;31.0;51;14;5.0;5.0
4;26;26.0;32.0;50;15;7.0;6.0
18;26;26.0;42.0;52;25;16.0;16.0
17;27;27.0;53.0;58;19;27.0;26.0
16;27;27.0;32.0;55;19;7.0;5.0
3;27;27.0;33.0;57;9;3.0;6.0
14;27;28.0;31.0;53;27;4.0;3.0
2;27;28.0;34.0;56;18;8.0;6.0
7;27;29.0;49.0;54;2;19.0;20.0
13;30;31.0;43.0;60;5;14.0;12.0
14;30;31.0;32.0;59;9;1.0;1.0
1;30;32.0;43.0;61;22;10.0;11.0
4;33;33.0;36.0;62;6;6.0;3.0
12;37;37.0;43.0;66;22;7.0;6.0
14;37;37.0;59.0;63;3;22.0;22.0
8;37;37.0;45.0;65;16;10.0;8.0
4;37;37.0;47.0;64;29;9.0;10.0
16;38;38.0;46.0;68;23;9.0;8.0
2;38;38.0;66.0;67;20;27.0;28.0
12;43;43.0;52.0;71;11;6.0;9.0
1;43;43.0;50.0;70;12;9.0;7.0
6;43;43.0;61.0;69;24;15.0;18.0
9;43;43.0;47.0;72;28;2.0;4.0
10;48;48.0;57.0;74;12;10.0;9.0
3;48;48.0;57.0;73;3;10.0;9.0
0;50;50.0;53.0;75;20;1.0;3.0
5;50;50.0;60.0;76;12;10.0;10.0
8;50;50.0;57.0;77;22;7.0;7.0
13;51;51.0;77.0;81;17;27.0;26.0
9;51;51.0;55.0;83;20;4.0;4.0
16;51;51.0;69.0;79;20;18.0;18.0
18;51;51.0;57.0;82;17;6.0;6.0
11;51;51.0;61.0;84;7;11.0;10.0
4;51;51.0;57.0;78;17;6.0;6.0
